,Player,Height,Weight,Nationality,Continent,Pos,Age,Team,GP,MP,FGM,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,eFG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,League
681,Kelly Oubre Jr.,201,92,USA,Americas,SF,22,Washington Wizards,81,27.5,5.7,14.3,0.403,2.3,6.7,0.341,3.5,7.6,0.456,0.479,3.5,4.2,0.82,1.0,5.5,6.5,1.7,1.5,0.6,1.6,4.2,17.2,2017,NBA
682,Zaza Pachulia,211,122,Georgia,Asia,C,33,Golden State Warriors,69,14.1,6.2,10.8,0.564,0.0,0.0,0.0,6.2,10.8,0.567,0.574,3.1,3.7,0.806,3.7,9.6,13.3,4.5,1.7,0.6,2.8,5.1,15.3,2017,NBA
683,Jabari Parker,203,111,USA,Americas,PF,22,Milwaukee Bucks,31,24.0,8.7,17.8,0.482,1.7,4.3,0.383,7.0,13.5,0.514,0.537,2.2,2.8,0.741,2.3,5.8,8.2,3.2,1.3,0.5,2.5,2.7,21.0,2017,NBA
684,Tony Parker,188,84,Belgium,Europe,PG,35,San Antonio Spurs,55,19.5,6.6,14.6,0.459,0.4,1.4,0.27,6.4,13.1,0.479,0.466,2.1,2.9,0.705,0.2,3.3,3.5,7.2,1.0,0.0,2.5,1.8,15.8,2017,NBA
685,Chandler Parsons,206,104,USA,Americas,SF,29,Memphis Grizzlies,36,19.2,6.2,13.5,0.462,2.9,7.1,0.421,3.3,6.5,0.504,0.567,1.0,1.7,0.63,0.8,4.4,5.2,4.0,1.0,0.6,2.1,3.1,16.5,2017,NBA
686,Patrick Patterson,203,106,USA,Americas,PF,28,Oklahoma City Thunder,82,15.5,3.4,8.3,0.398,2.1,5.4,0.386,1.3,3.1,0.421,0.536,1.3,1.5,0.87,1.0,5.2,6.2,1.8,1.5,0.8,1.0,2.8,10.1,2017,NBA
687,Chris Paul,183,79,USA,Americas,PG,32,Houston Rockets,58,31.8,7.9,17.4,0.46,3.1,8.2,0.38,4.8,9.1,0.532,0.543,4.4,4.8,0.919,0.8,6.0,6.8,9.9,2.1,0.3,2.8,3.0,23.4,2017,NBA
688,Cameron Payne,185,83,USA,Americas,PG,23,Chicago Bulls,25,23.3,6.0,14.8,0.405,2.4,6.2,0.385,3.6,8.6,0.419,0.486,0.9,1.0,0.75,1.2,3.4,4.8,7.7,1.7,0.7,2.4,3.1,15.1,2017,NBA
689,Elfrid Payton,190,88,USA,Americas,PG,23,Orlando Magic,63,28.7,7.2,14.8,0.493,0.7,2.1,0.326,6.6,12.7,0.52,0.51,2.4,3.8,0.649,1.4,4.6,6.0,8.6,1.8,0.4,3.8,3.2,17.7,2017,NBA
690,Alec Peters,206,105,USA,Americas,PF,22,Phoenix Suns,20,11.3,5.0,13.1,0.378,3.2,10.3,0.31,1.8,2.8,0.625,0.504,1.4,1.8,0.8,1.4,5.3,6.7,2.1,0.4,0.4,0.7,2.5,14.5,2017,NBA
691,Mason Plumlee,211,115,USA,Americas,C,27,Denver Nuggets,74,19.4,6.2,10.3,0.601,0.0,0.0,0.0,6.2,10.3,0.602,0.602,2.3,4.9,0.458,3.7,7.4,11.1,3.9,1.4,2.3,2.9,5.2,14.6,2017,NBA
692,Miles Plumlee,211,113,USA,Americas,C,29,Atlanta Hawks,55,16.7,4.6,7.9,0.583,0.0,0.0,0.0,4.6,7.9,0.583,0.582,1.2,2.6,0.45,3.4,6.5,9.8,1.9,0.7,1.2,2.6,3.4,10.3,2017,NBA
693,Jakob Poeltl,216,111,Austria,Europe,C,22,Toronto Raptors,82,18.6,6.7,10.1,0.659,0.0,0.0,0.5,6.7,10.1,0.66,0.663,1.5,2.6,0.594,4.3,6.0,10.3,1.5,1.1,2.6,2.2,5.6,14.8,2017,NBA
694,Otto Porter Jr.,203,90,USA,Americas,SF,24,Washington Wizards,77,31.6,7.3,14.6,0.503,2.3,5.2,0.441,5.1,9.4,0.537,0.579,1.8,2.2,0.828,1.6,6.5,8.1,2.5,1.9,0.6,1.3,2.5,18.6,2017,NBA
695,Bobby Portis,208,113,USA,Americas,PF,22,Chicago Bulls,73,22.5,9.2,19.7,0.471,2.0,5.5,0.359,7.3,14.4,0.514,0.518,2.8,3.7,0.769,3.9,8.2,12.1,3.0,1.2,0.5,2.5,3.2,23.5,2017,NBA
696,Kristaps Porziņģis,221,109,Latvia,Europe,PF,22,New York Knicks,48,32.4,10.0,22.8,0.439,2.3,5.9,0.395,7.8,17.0,0.454,0.489,5.6,7.0,0.793,1.6,6.5,8.1,1.5,1.0,3.0,2.3,3.6,28.0,2017,NBA
697,Dwight Powell,208,109,Canada,Americas,C,26,Dallas Mavericks,79,21.2,6.0,10.2,0.593,0.8,2.1,0.333,5.5,8.3,0.656,0.627,3.2,4.3,0.719,3.2,7.4,10.6,2.3,1.5,0.8,1.3,4.5,16.0,2017,NBA
698,Norman Powell,190,97,USA,Americas,SG,24,Toronto Raptors,70,15.2,5.5,13.9,0.401,2.1,7.1,0.285,3.7,7.1,0.516,0.471,1.3,1.6,0.821,0.5,3.9,4.5,3.4,1.3,0.5,2.4,4.2,14.5,2017,NBA
699,Taurean Prince,201,99,USA,Americas,SF,23,Atlanta Hawks,82,30.0,6.8,15.9,0.426,2.8,7.5,0.385,3.9,8.4,0.461,0.516,2.5,2.9,0.844,0.8,5.5,6.3,3.5,1.3,0.7,3.1,2.7,18.8,2017,NBA
700,Rodney Purvis,193,93,USA,Americas,SG,23,Orlando Magic,16,18.1,4.9,14.8,0.327,1.8,7.3,0.25,3.1,7.5,0.4,0.392,1.8,2.0,0.867,0.2,3.5,3.8,2.4,0.4,0.4,1.3,3.5,13.3,2017,NBA
701,Ivan Rabb,208,100,USA,Americas,PF,20,Memphis Grizzlies,36,14.3,6.7,11.7,0.566,0.0,0.0,0.0,6.7,11.7,0.566,0.573,2.2,2.8,0.806,4.2,8.1,12.3,2.5,0.8,1.1,2.8,4.2,15.7,2017,NBA
702,Julius Randle,203,113,USA,Americas,C,23,Los Angeles Lakers,82,26.7,9.1,16.5,0.558,0.1,0.7,0.222,9.0,15.7,0.575,0.555,5.5,7.8,0.718,3.3,8.7,12.0,3.9,0.7,0.7,3.9,4.9,24.1,2017,NBA
703,Zach Randolph,206,113,USA,Americas,PF,36,Sacramento Kings,59,25.6,9.5,20.2,0.473,1.4,3.9,0.347,8.3,16.2,0.503,0.505,2.2,2.8,0.785,2.5,8.0,10.5,3.4,1.1,0.3,3.1,3.1,22.7,2017,NBA
704,J.J. Redick,190,91,USA,Americas,SG,33,Philadelphia 76ers,70,30.2,7.7,16.7,0.46,3.7,8.7,0.42,4.0,7.9,0.504,0.572,3.7,4.1,0.904,0.1,3.2,3.3,4.0,0.7,0.1,2.0,2.4,22.6,2017,NBA
705,Davon Reed,196,94,USA,Americas,SG,22,Phoenix Suns,21,11.5,3.5,12.5,0.289,1.7,6.3,0.289,1.7,6.3,0.289,0.348,1.4,2.1,0.667,0.3,6.3,6.6,2.1,1.7,0.3,1.7,2.8,10.4,2017,NBA
706,Willie Reed,208,100,USA,Americas,C,27,Los Angeles Clippers,42,10.2,7.5,11.4,0.669,0.0,0.0,0.5,7.5,11.0,0.672,0.658,3.1,5.1,0.582,3.1,7.8,11.4,0.8,0.8,2.0,2.0,5.1,18.0,2017,NBA
707,Josh Richardson,196,91,USA,Americas,SF,24,Miami Heat,81,33.2,5.9,13.1,0.451,1.9,4.9,0.378,4.1,8.2,0.495,0.523,1.8,2.2,0.845,1.1,3.3,4.2,3.5,1.8,1.1,2.0,3.0,15.5,2017,NBA
708,Malachi Richardson,198,93,USA,Americas,SG,22,Sacramento Kings,26,12.5,3.8,11.2,0.333,1.6,4.8,0.3,2.2,6.1,0.36,0.411,2.2,2.6,0.773,0.6,3.5,4.2,1.6,1.3,0.0,1.3,3.2,10.9,2017,NBA
709,Austin Rivers,193,91,USA,Americas,SG,25,Los Angeles Clippers,61,33.7,6.6,15.7,0.424,2.6,7.0,0.378,4.0,8.7,0.461,0.503,2.0,3.1,0.642,0.5,2.3,2.8,4.7,1.4,0.4,2.1,3.0,17.9,2017,NBA
710,Andre Roberson,201,95,USA,Americas,SG,26,Oklahoma City Thunder,39,26.6,3.3,6.3,0.537,0.3,1.4,0.222,3.0,4.8,0.627,0.548,0.5,1.5,0.316,2.9,4.2,7.1,1.8,1.8,1.4,1.2,3.5,7.5,2017,NBA
711,Glenn Robinson III,198,101,USA,Americas,SF,24,Indiana Pacers,23,14.7,4.4,10.1,0.424,1.6,4.1,0.412,2.7,6.0,0.431,0.515,1.1,1.4,0.818,1.4,3.0,4.4,1.9,1.6,0.0,0.5,1.6,11.2,2017,NBA
712,Rajon Rondo,185,82,USA,Americas,PG,31,New Orleans Pelicans,65,26.2,5.5,11.6,0.468,1.2,3.5,0.333,4.3,8.1,0.526,0.526,0.6,1.1,0.543,0.8,5.5,6.1,12.5,1.7,0.3,3.5,2.7,12.7,2017,NBA
713,Derrick Rose,188,91,USA,Americas,PG,29,Cleveland Cavaliers,25,16.8,7.6,17.6,0.435,0.7,2.9,0.233,7.1,14.8,0.474,0.452,3.8,4.3,0.87,1.2,2.1,3.3,3.6,0.7,0.5,3.3,1.4,20.0,2017,NBA
714,Terrence Ross,198,93,USA,Americas,SG,26,Orlando Magic,24,25.0,5.1,12.8,0.398,2.1,6.2,0.323,3.0,6.6,0.469,0.48,1.8,2.4,0.75,0.6,4.2,4.8,2.6,1.8,0.8,1.9,3.0,13.9,2017,NBA
715,Terry Rozier,185,86,USA,Americas,PG,23,Boston Celtics,80,25.9,6.2,15.4,0.395,2.9,7.7,0.381,3.1,7.7,0.41,0.497,2.2,2.9,0.772,1.2,6.0,7.3,4.5,1.5,0.3,1.5,2.3,17.5,2017,NBA
716,Ricky Rubio,188,86,Spain,Europe,PG,27,Utah Jazz,77,29.3,6.1,14.6,0.418,1.6,4.8,0.352,4.4,9.8,0.451,0.473,4.0,4.5,0.866,0.8,5.5,6.3,7.2,2.2,0.1,3.7,3.7,17.9,2017,NBA
717,D'Angelo Russell,193,87,USA,Americas,PG,21,Brooklyn Nets,48,25.7,9.0,21.8,0.414,3.0,9.0,0.324,6.1,12.8,0.477,0.482,3.1,4.2,0.74,0.9,5.1,6.1,8.1,1.2,0.6,4.8,3.0,24.1,2017,NBA
718,Domantas Sabonis,211,109,USA,Americas,C,21,Indiana Pacers,74,24.5,7.5,14.5,0.514,0.3,0.8,0.351,7.2,13.7,0.524,0.528,3.8,4.9,0.75,3.6,9.0,12.6,3.3,0.8,0.7,3.1,4.9,18.9,2017,NBA
719,JaKarr Sampson,201,97,USA,Americas,SF,24,Sacramento Kings,22,15.6,5.1,9.5,0.543,0.5,1.3,0.5,4.6,8.2,0.549,0.563,1.3,1.8,0.625,2.6,6.7,9.0,1.0,1.0,2.6,1.0,5.6,12.1,2017,NBA
720,Dario Šarić,208,102,Croatia,Europe,PF,23,Philadelphia 76ers,78,29.6,7.0,15.4,0.453,2.7,6.9,0.393,4.3,8.5,0.501,0.542,3.1,3.6,0.86,2.7,6.4,9.1,3.5,0.9,0.4,2.6,2.8,19.7,2017,NBA
721,Tomáš Satoranský,201,95,Czech Republic,Europe,SG,26,Washington Wizards,73,22.5,5.0,9.4,0.523,1.1,2.5,0.465,3.7,6.9,0.544,0.59,1.8,2.3,0.781,1.8,3.9,5.7,6.9,1.2,0.4,2.0,3.2,12.8,2017,NBA
722,Dennis Schröder,190,78,Germany,Europe,PG,24,Atlanta Hawks,67,31.0,9.7,22.1,0.436,1.4,5.0,0.29,8.1,17.0,0.48,0.471,4.4,5.2,0.849,0.9,3.1,4.0,8.0,1.4,0.1,3.5,2.8,25.0,2017,NBA
723,Mike Scott,201,107,USA,Americas,PF,29,Washington Wizards,76,18.5,7.8,14.9,0.527,1.9,4.5,0.405,6.1,10.4,0.582,0.587,1.5,2.2,0.658,1.5,5.6,7.1,2.4,0.6,0.2,2.2,4.1,19.0,2017,NBA
724,Thabo Sefolosha,198,97,Switzerland,Europe,SF,33,Utah Jazz,38,21.2,5.8,11.9,0.492,1.5,4.2,0.381,4.3,7.7,0.551,0.55,2.3,2.6,0.815,1.5,6.6,7.9,1.7,2.6,0.6,1.5,3.0,15.5,2017,NBA
725,Wayne Selden,196,104,USA,Americas,SG,23,Memphis Grizzlies,35,19.8,6.7,15.6,0.431,2.8,7.1,0.402,3.8,8.5,0.456,0.519,2.6,3.4,0.746,1.0,2.2,3.2,3.8,1.0,0.2,3.0,3.4,18.8,2017,NBA
726,Ramon Sessions,190,86,USA,Americas,PG,31,Washington Wizards,28,14.0,4.3,12.0,0.359,0.9,2.6,0.308,3.4,9.4,0.374,0.396,4.6,5.7,0.772,0.6,3.1,4.0,8.0,1.4,0.3,3.1,2.9,14.0,2017,NBA
727,Iman Shumpert,196,97,USA,Americas,SG,27,Cleveland Cavaliers,14,19.7,3.2,8.3,0.379,1.0,3.9,0.269,2.2,4.7,0.469,0.446,1.6,2.2,0.733,1.0,4.9,5.9,2.4,1.2,0.6,2.2,3.2,8.9,2017,NBA
728,Pascal Siakam,206,104,Cameroon,Africa,PF,23,Toronto Raptors,81,20.7,6.0,11.8,0.508,0.8,3.1,0.22,5.4,8.7,0.612,0.542,1.4,2.1,0.621,1.9,6.8,8.7,3.9,1.5,1.0,1.5,3.9,14.1,2017,NBA
729,Ben Simmons,211,109,Australia,Oceania,PG,21,Philadelphia 76ers,81,33.7,8.0,14.6,0.545,0.0,0.1,0.0,8.0,14.5,0.551,0.548,2.8,5.0,0.56,2.1,7.5,9.6,9.7,2.0,1.1,4.0,3.1,18.8,2017,NBA
730,Jonathon Simmons,198,88,USA,Americas,SG,28,Orlando Magic,69,29.4,6.9,15.0,0.465,1.4,4.1,0.338,5.6,11.0,0.512,0.507,3.7,4.8,0.768,1.2,3.5,4.8,3.4,1.1,0.3,2.9,3.4,18.9,2017,NBA
731,Kobi Simmons,196,75,USA,Americas,PG,20,Memphis Grizzlies,32,20.1,5.0,11.7,0.423,0.6,2.4,0.282,4.4,9.4,0.46,0.453,1.6,1.6,1.0,0.8,2.2,3.2,4.2,1.2,0.4,2.8,3.8,12.1,2017,NBA
732,Marcus Smart,190,100,USA,Americas,SG,23,Boston Celtics,54,29.9,4.7,12.7,0.367,1.9,6.2,0.301,2.8,6.6,0.429,0.445,2.4,3.3,0.729,1.1,3.6,4.7,6.4,1.7,0.5,3.2,3.3,13.6,2017,NBA
733,Dennis Smith Jr.,188,93,USA,Americas,PG,20,Dallas Mavericks,69,29.7,7.9,19.9,0.395,2.0,6.6,0.313,5.8,13.3,0.435,0.447,2.6,3.8,0.694,0.9,4.0,5.1,7.0,1.3,0.4,3.8,3.0,20.5,2017,NBA
734,Ish Smith,183,79,USA,Americas,PG,29,Detroit Pistons,82,24.9,7.6,15.7,0.486,0.6,1.9,0.347,6.9,13.7,0.506,0.503,1.6,2.2,0.698,0.5,3.9,4.3,7.1,1.3,0.3,2.1,2.7,17.5,2017,NBA
735,J.R. Smith,198,102,USA,Americas,SG,32,Cleveland Cavaliers,80,28.1,4.3,10.5,0.403,2.6,6.8,0.375,1.7,3.8,0.453,0.533,0.7,1.0,0.696,0.6,3.7,4.1,2.6,1.3,0.1,1.4,2.8,11.8,2017,NBA
736,Tony Snell,198,96,USA,Americas,SG,26,Milwaukee Bucks,75,27.4,3.6,8.3,0.435,2.0,5.3,0.403,1.5,3.1,0.49,0.554,0.7,0.9,0.792,0.1,2.6,2.8,1.9,0.9,0.6,0.7,2.2,10.1,2017,NBA
737,Marreese Speights,208,116,USA,Americas,C,30,Orlando Magic,52,13.0,8.3,20.6,0.395,5.2,13.8,0.369,3.1,6.8,0.448,0.529,2.5,3.4,0.727,1.2,6.8,8.0,2.5,0.6,1.2,2.5,6.2,23.7,2017,NBA
738,Nik Stauskas,198,93,Canada,Americas,SG,24,Brooklyn Nets,41,12.8,4.7,11.9,0.39,3.1,7.5,0.4,1.6,4.1,0.37,0.525,1.6,2.2,0.724,0.3,4.7,5.0,3.1,0.6,0.3,1.9,1.9,13.8,2017,NBA
739,Lance Stephenson,198,104,USA,Americas,SG,27,Indiana Pacers,82,22.6,6.5,15.2,0.427,1.4,5.0,0.289,5.1,10.3,0.495,0.474,1.8,2.7,0.661,1.4,7.8,9.2,5.1,1.1,0.4,2.8,3.9,16.3,2017,NBA
740,Jayson Tatum,203,95,USA,Americas,SF,19,Boston Celtics,80,30.5,6.6,13.6,0.475,1.7,3.9,0.434,4.9,9.7,0.492,0.548,3.5,4.2,0.826,0.8,5.8,6.6,2.1,1.3,0.9,1.8,2.8,18.2,2017,NBA
741,Isaiah Taylor,190,77,USA,Americas,PG,23,Atlanta Hawks,67,17.4,5.5,13.3,0.418,0.7,2.8,0.25,4.8,10.6,0.461,0.44,3.4,4.8,0.702,0.7,2.5,3.2,7.1,1.1,0.2,3.0,3.9,15.2,2017,NBA
742,Jeff Teague,190,88,USA,Americas,PG,29,Minnesota Timberwolves,70,33.0,6.2,13.7,0.446,1.5,4.0,0.368,4.7,9.8,0.477,0.507,3.5,4.1,0.845,0.4,3.2,3.6,8.5,1.8,0.4,3.0,2.9,17.2,2017,NBA
743,Mirza Teletović,206,110,Bosnia and Herzegovina,Europe,PF,32,Milwaukee Bucks,10,15.9,6.3,14.3,0.439,5.3,11.3,0.467,1.0,3.0,0.333,0.626,0.0,0.0,0.0,0.8,5.0,5.8,2.5,1.0,0.3,1.8,3.5,17.9,2017,NBA
744,Garrett Temple,196,88,USA,Americas,SG,31,Sacramento Kings,65,24.8,5.0,11.8,0.418,2.3,5.6,0.392,2.7,6.1,0.442,0.521,1.5,1.9,0.769,0.5,3.2,3.7,3.1,1.5,0.6,1.9,3.4,13.5,2017,NBA
745,Miloš Teodosić,196,89,Serbia,Europe,PG,30,Los Angeles Clippers,45,25.2,5.4,12.7,0.419,3.2,8.3,0.379,2.2,4.4,0.492,0.551,1.4,1.6,0.848,0.6,3.8,4.4,7.3,0.8,0.2,3.5,3.7,15.1,2017,NBA
746,Jason Terry,188,84,USA,Americas,SG,40,Milwaukee Bucks,51,16.0,3.0,7.5,0.383,2.0,5.8,0.348,1.0,2.0,0.487,0.533,0.5,0.5,0.889,0.2,2.0,2.2,3.0,2.0,0.8,1.2,2.5,8.2,2017,NBA
747,Daniel Theis,203,111,Germany,Europe,C,25,Boston Celtics,63,14.9,5.4,9.9,0.541,0.8,2.4,0.31,4.6,7.5,0.617,0.586,2.7,3.5,0.753,3.8,7.8,11.5,2.4,1.3,2.1,2.4,6.7,14.2,2017,NBA
748,Isaiah Thomas,175,84,USA,Americas,PG,28,Los Angeles Lakers,32,26.9,7.3,19.6,0.373,2.5,8.8,0.293,4.8,10.9,0.438,0.436,5.5,6.1,0.893,0.7,2.4,3.1,7.1,0.7,0.1,4.5,2.7,22.6,2017,NBA
749,Lance Thomas,203,109,USA,Americas,PF,29,New York Knicks,73,18.5,3.0,8.0,0.382,1.5,3.7,0.403,1.5,4.3,0.364,0.469,1.3,1.5,0.83,1.3,3.9,5.2,1.3,0.9,0.4,1.1,3.9,8.9,2017,NBA
750,Klay Thompson,198,97,USA,Americas,SG,27,Golden State Warriors,73,34.3,9.2,18.9,0.488,3.6,8.3,0.44,5.5,10.5,0.526,0.582,1.3,1.5,0.837,0.5,4.0,4.4,2.9,0.9,0.6,2.1,1.9,23.3,2017,NBA
751,Tristan Thompson,206,115,Canada,Americas,C,26,Cleveland Cavaliers,53,20.2,5.0,8.7,0.562,0.0,0.0,0.0,5.0,8.7,0.562,0.575,1.6,3.0,0.544,4.8,8.5,13.1,1.2,0.6,0.6,1.4,3.8,11.5,2017,NBA
752,Sindarius Thornwell,193,97,USA,Americas,SG,23,Los Angeles Clippers,73,15.8,3.5,8.1,0.429,0.8,2.0,0.377,2.8,6.1,0.448,0.481,2.0,3.0,0.67,1.3,3.8,4.8,2.3,1.8,0.8,1.8,4.3,9.9,2017,NBA
753,Anthony Tolliver,203,109,USA,Americas,PF,32,Detroit Pistons,79,22.2,5.0,10.8,0.464,3.6,8.3,0.436,1.4,2.5,0.561,0.63,2.3,3.1,0.797,1.1,4.3,5.6,2.0,0.7,0.5,1.3,3.2,16.0,2017,NBA
754,Karl-Anthony Towns,211,112,USA,Americas,C,22,Minnesota Timberwolves,82,35.6,8.8,16.1,0.545,1.7,3.9,0.421,7.1,12.1,0.585,0.599,4.7,5.5,0.858,3.3,10.6,13.8,2.7,0.9,1.6,2.1,3.9,23.9,2017,NBA
755,P.J. Tucker,196,111,USA,Americas,PF,32,Houston Rockets,82,27.8,3.0,7.8,0.39,2.0,5.5,0.371,1.0,2.3,0.435,0.513,0.7,1.0,0.717,1.6,6.3,8.1,1.3,1.4,0.4,1.3,3.6,8.8,2017,NBA
756,Evan Turner,198,100,USA,Americas,SF,29,Portland Trail Blazers,79,25.7,5.1,11.4,0.447,0.8,2.6,0.318,4.2,8.7,0.485,0.482,1.9,2.2,0.85,0.6,4.2,4.8,3.4,0.9,0.6,2.0,3.3,12.8,2017,NBA
757,Myles Turner,211,113,USA,Americas,C,21,Indiana Pacers,65,28.2,6.7,13.9,0.479,1.3,3.4,0.357,5.4,10.5,0.519,0.529,3.5,4.5,0.777,2.0,7.1,9.1,1.8,0.9,2.6,2.1,4.1,18.0,2017,NBA
758,Ekpe Udoh,208,111,USA,Americas,C,30,Utah Jazz,63,12.9,3.1,5.9,0.5,0.0,0.0,0.0,3.1,5.9,0.504,0.525,2.2,2.8,0.75,3.4,4.0,7.4,2.5,2.2,3.7,0.9,5.3,8.1,2017,NBA
759,Tyler Ulis,178,72,USA,Americas,PG,22,Phoenix Suns,71,23.4,5.1,13.3,0.388,1.0,3.6,0.288,4.1,9.7,0.425,0.421,2.1,2.4,0.832,0.5,2.6,3.1,7.5,1.7,0.2,3.1,2.9,13.3,2017,NBA
760,Jonas Valančiūnas,211,120,Lithuania,Europe,C,25,Toronto Raptors,77,22.4,9.1,15.9,0.568,0.7,1.8,0.405,8.4,14.3,0.587,0.594,3.9,4.8,0.806,4.3,11.1,15.4,2.0,0.7,1.6,2.7,4.5,22.7,2017,NBA
761,Denzel Valentine,193,100,USA,Americas,SG,24,Chicago Bulls,77,27.2,5.7,13.8,0.417,2.8,7.1,0.386,3.1,6.8,0.45,0.514,0.7,1.0,0.745,0.9,6.6,7.5,4.7,1.2,0.1,1.9,3.5,15.0,2017,NBA
762,Fred VanVleet,185,89,USA,Americas,PG,23,Toronto Raptors,76,20.0,6.2,14.4,0.426,2.8,6.8,0.414,3.2,7.4,0.437,0.528,2.2,2.6,0.832,0.6,4.2,4.8,6.4,1.8,0.6,2.0,3.4,17.2,2017,NBA
763,Noah Vonleh,208,116,USA,Americas,PF,22,Portland Trail Blazers,54,16.2,4.7,10.6,0.444,1.0,3.0,0.303,4.0,7.7,0.5,0.491,1.7,2.7,0.621,3.2,11.1,14.3,1.5,1.0,0.7,1.5,3.2,12.1,2017,NBA
764,Nikola Vučević,208,118,Switzerland,Europe,C,27,Orlando Magic,57,29.5,9.5,19.9,0.475,1.5,4.9,0.314,8.0,15.2,0.527,0.515,1.9,2.2,0.819,2.4,10.0,12.5,4.6,1.4,1.5,2.6,3.4,22.4,2017,NBA
765,Dwyane Wade,193,100,USA,Americas,SG,36,Cleveland Cavaliers,67,22.9,7.9,17.8,0.438,0.9,3.0,0.288,7.0,14.8,0.468,0.469,3.5,4.9,0.714,1.2,5.2,6.6,5.9,1.6,1.2,3.7,3.3,19.9,2017,NBA
766,Dion Waiters,190,97,USA,Americas,SG,26,Miami Heat,30,30.6,7.1,17.9,0.398,2.2,7.5,0.306,4.8,10.5,0.463,0.458,2.2,3.0,0.739,0.4,3.0,3.4,5.0,1.0,0.4,3.0,2.6,18.7,2017,NBA
767,Kemba Walker,183,83,USA,Americas,PG,27,Charlotte Hornets,80,34.2,8.7,19.9,0.431,3.4,8.8,0.384,5.3,11.1,0.469,0.523,5.3,6.2,0.864,0.5,3.2,3.6,6.5,1.3,0.4,2.6,1.4,25.8,2017,NBA
768,John Wall,190,95,USA,Americas,PG,27,Washington Wizards,41,34.4,7.9,19.0,0.42,1.7,4.8,0.371,6.2,14.2,0.436,0.461,5.0,6.9,0.726,0.6,3.6,4.3,11.2,1.6,1.3,4.5,2.3,22.6,2017,NBA
769,Tyrone Wallace,196,90,USA,Americas,PG,23,Los Angeles Clippers,30,28.4,5.2,11.5,0.445,0.4,1.8,0.25,4.6,9.7,0.483,0.47,2.8,3.7,0.782,1.0,3.9,4.9,3.4,1.3,0.6,2.1,3.9,13.7,2017,NBA
770,T.J. Warren,203,100,USA,Americas,SF,24,Phoenix Suns,65,33.0,9.8,19.9,0.498,0.4,1.7,0.222,9.5,18.2,0.523,0.503,3.6,4.7,0.757,2.3,3.9,6.2,1.6,1.2,0.7,1.6,2.8,23.8,2017,NBA
771,Travis Wear,208,104,USA,Americas,SF,27,Los Angeles Lakers,17,13.4,4.5,12.5,0.347,3.0,8.4,0.362,1.5,4.5,0.32,0.48,1.5,1.5,1.0,0.0,6.6,6.6,1.2,0.6,0.9,1.2,5.4,13.1,2017,NBA
772,James Webb III,206,92,USA,Americas,SF,24,Brooklyn Nets,10,12.0,2.0,8.0,0.25,1.3,6.3,0.211,0.7,1.7,0.4,0.331,0.0,0.0,0.0,2.7,5.3,8.0,1.3,0.3,0.0,1.3,3.3,5.3,2017,NBA
773,Briante Weber,188,75,USA,Americas,PG,25,Houston Rockets,18,13.2,3.3,7.3,0.442,0.6,1.8,0.364,2.4,5.5,0.469,0.493,1.2,1.8,0.8,1.2,4.5,5.8,3.6,3.0,0.9,2.4,4.8,8.5,2017,NBA
774,David West,206,113,USA,Americas,C,37,Golden State Warriors,73,13.7,8.8,15.2,0.571,0.0,0.3,0.375,8.5,14.9,0.576,0.579,2.3,3.2,0.759,2.6,7.0,9.6,5.5,1.8,2.9,3.2,4.7,19.9,2017,NBA
775,Russell Westbrook,190,91,USA,Americas,PG,29,Oklahoma City Thunder,80,36.4,10.4,23.2,0.449,1.3,4.5,0.298,9.1,18.7,0.485,0.476,5.7,7.8,0.737,2.1,9.0,11.1,11.3,2.0,0.3,5.3,2.7,27.9,2017,NBA
776,Andrew White,201,95,USA,Americas,SF,24,Atlanta Hawks,15,13.9,4.9,14.1,0.342,3.5,9.5,0.367,1.4,4.6,0.292,0.472,0.3,0.9,0.25,0.9,5.8,6.6,1.2,0.6,0.3,1.4,2.3,13.2,2017,NBA
777,Isaiah Whitehead,193,96,USA,Americas,PG,22,Brooklyn Nets,16,11.3,8.8,19.1,0.465,1.4,3.9,0.389,7.4,15.2,0.485,0.497,2.8,4.2,0.684,1.1,5.0,5.7,4.6,1.8,0.4,5.3,5.0,22.3,2017,NBA
778,Hassan Whiteside,213,120,USA,Americas,C,28,Miami Heat,54,25.3,9.2,16.9,0.54,0.0,0.0,1.0,9.0,16.9,0.538,0.544,3.8,5.4,0.703,5.1,13.0,18.0,1.6,1.1,2.7,2.7,3.8,22.1,2017,NBA
779,Andrew Wiggins,201,89,Canada,Americas,SF,22,Minnesota Timberwolves,82,36.3,7.6,17.5,0.438,1.5,4.5,0.331,6.2,12.9,0.475,0.477,2.8,4.2,0.643,1.1,3.7,4.8,2.2,1.2,0.7,1.9,2.2,19.5,2017,NBA
780,C.J. Williams,196,102,USA,Americas,SG,27,Los Angeles Clippers,38,18.6,4.9,11.2,0.442,1.3,4.5,0.282,3.7,6.7,0.546,0.496,0.6,0.9,0.813,0.6,2.6,3.2,2.4,1.7,0.6,1.1,3.7,11.8,2017,NBA
